1	22	0.11	2.42	200
2	39	0.12	4.68	325
3	42	0.13	5.46	323.0769231
4	29	0.14	4.06	207.1428571
5	27	0.15	4.05	180
6	44	0.17	7.48	258.8235294
7	27	0.18	4.86	150
8	22	0.2	4.4	110
9	56	0.22	12.32	254.5454545
10	31	0.22	6.82	140.9090909
11	43	0.23	9.89	186.9565217
12	30	0.24	7.2	125
13	35	0.25	8.75	140
14	63	0.26	16.38	242.3076923
15	29	0.27	7.83	107.4074074
16	35	0.28	9.8	125
17	34	0.28	9.52	121.4285714
18	46	0.29	13.34	158.6206897
19	34	0.3	10.2	113.3333333
20	81	0.3	24.3	270
21	78	0.3	23.4	260
22	67	0.31	20.77	216.1290323
23	92	0.32	29.44	287.5
24	37	0.32	11.84	115.625
25	44	0.32	14.08	137.5
26	54	0.34	18.36	158.8235294
27	67	0.37	24.79	181.0810811
28	122	0.39	47.58	312.8205128
29	51	0.42	21.42	121.4285714
30	117	0.43	50.31	272.0930233
31	53	0.44	23.32	120.4545455
32	106	0.46	48.76	230.4347826
33	100	0.49	49	204.0816327
34	85	0.49	41.65	173.4693878
35	106	0.5	53	212
36	142	0.5	71	284
37	58	0.51	29.58	113.7254902
38	94	0.53	49.82	177.3584906
39	63	0.53	33.39	118.8679245
40	167	0.54	90.18	309.2592593
41	162	0.57	92.34	284.2105263
42	103	0.57	58.71	180.7017544
43	133	0.58	77.14	229.3103448
44	125	0.6	75	208.3333333
45	130	0.64	83.2	203.125
46	136	0.65	88.4	209.2307692
47	70	0.65	45.5	107.6923077
48	108	0.66	71.28	163.6363636
49	236	0.68	160.48	347.0588235
50	119	0.68	80.92	175
51	133	0.71	94.43	187.3239437
52	191	0.71	135.61	269.0140845
53	105	0.72	75.6	145.8333333
54	118	0.75	88.5	157.3333333
55	137	0.76	104.12	180.2631579
56	111	0.78	86.58	142.3076923
57	100	0.78	78	128.2051282
58	157	0.79	124.03	198.7341772
59	133	0.79	105.07	168.3544304
60	171	0.79	135.09	216.4556962
61	142	0.81	115.02	175.308642
62	89	0.81	72.09	109.8765432
63	112	0.88	98.56	127.2727273
64	237	0.9	213.3	263.3333333
65	181	0.9	162.9	201.1111111
66	134	0.91	121.94	147.2527473
67	131	0.91	119.21	143.956044
68	171	0.91	155.61	187.9120879
69	189	0.93	175.77	203.2258065
70	132	0.97	128.04	136.0824742
71	129	1	129	129
72	170	1	170	170
73	239	1.01	241.39	236.6336634
74	157	1.03	161.71	152.4271845
75	184	1.04	191.36	176.9230769
76	150	1.08	162	138.8888889
77	187	1.08	201.96	173.1481481
78	197	1.1	216.7	179.0909091
79	222	1.1	244.2	201.8181818
80	134	1.11	148.74	120.7207207
81	172	1.11	190.92	154.954955
82	202	1.13	228.26	178.7610619
83	134	1.16	155.44	115.5172414
84	237	1.16	274.92	204.3103448
85	137	1.17	160.29	117.0940171
86	137	1.22	167.14	112.295082
87	166	1.23	204.18	134.9593496
88	144	1.25	180	115.2
89	151	1.32	199.32	114.3939394
90	193	1.34	258.62	144.0298507
91	162	1.34	217.08	120.8955224
92	159	1.39	221.01	114.3884892
93	224	1.41	315.84	158.8652482
94	163	1.42	231.46	114.7887324
95	204	1.48	301.92	137.8378378
96	224	1.51	338.24	148.3443709
97	223	1.58	352.34	141.1392405
98	222	1.77	392.94	125.4237288
99	204	1.87	381.48	109.0909091
