1	249	2.294
2	57	1.334
3	75	0.387
4	115	0.7
5	83	0.502
6	246	2.09
7	287	0.892
8	78	2.336
9	293	0.518
10	78	1.999
11	224	1.001
12	83	1.923
13	253	0.637
14	194	2.149
15	279	1.665
16	172	0.455
17	188	0.54
18	206	1.903
19	103	2.198
20	172	1.452
21	163	1.345
22	204	1.342
23	210	0.522
24	210	2.353
25	95	1.035
26	159	2.279
27	221	1.63
28	229	1.641
29	75	0.874
30	91	2.218
31	155	0.923
32	114	0.557
33	263	0.377
34	135	1.893
35	95	2.286
36	102	2.322
37	243	1.37
38	215	0.901
39	87	2.107
40	225	0.507
41	275	2.355
42	286	0.635
43	85	1.228
44	262	1.092
45	150	1.644
46	231	0.528
47	165	0.653
48	75	1.859
49	98	0.895
50	139	2.186
51	64	0.488
52	194	0.961
53	293	1.339
54	223	1.051
55	274	1.29
56	65	2.178
57	179	1.414
58	193	1.697
59	275	0.811
60	189	2.133
61	112	1.222
62	220	1.18
63	277	1.463
64	112	0.516
65	201	0.64
66	143	1.943
67	254	0.751
68	269	1.084
69	165	2.185
70	251	1.441
71	292	1.934
72	292	1.276
73	78	1.755
74	120	0.538
75	183	0.957
76	57	0.511
77	131	1.421
78	292	0.756
79	146	0.394
80	56	1.989
81	231	0.509
82	73	0.834
83	279	0.512
84	107	1.452
85	248	2.213
86	177	2.073
87	220	0.543
88	221	0.777
89	101	1.39
90	192	1.475
91	293	1.199
92	212	1.323
93	287	1.722
94	267	1.639
95	123	1.236
96	269	1.595
97	147	1.182
98	259	0.589
99	222	0.904
100	269	2.183
101	264	1.936
102	208	1.743
103	274	1.11
104	235	2.353
105	275	1.756
106	195	1.485
107	103	0.971
108	213	1.94
109	58	2.247
110	267	1.848
111	291	1.651
112	178	1.227
113	204	2.259
114	102	0.843
115	229	2.146
116	187	2.25
117	201	0.96
118	151	1.058
119	111	1.993
120	136	1.422
121	175	2.304
122	126	1.664
123	53	0.755
124	89	1.877
125	237	1.035
126	278	0.984
127	206	0.388
128	291	1.409
129	89	2.15
130	84	2.112
131	289	1.92
132	286	2.252
133	124	0.868
134	96	1.073
135	200	1.948
136	175	1.177
137	253	0.96
138	129	1.047
139	155	2.313
140	161	2.37
141	193	0.926
142	257	1.979
143	120	0.428
144	248	2.3
145	233	2.154
146	244	1.566
147	179	1.783
148	153	1.081
149	163	1.927
150	93	0.38
151	188	0.929
152	168	2.009
153	280	1.431
154	172	1.993
155	58	1.644
156	123	1.172
157	123	1.129
158	270	0.973
159	102	1.432
160	172	0.899
161	148	2.302
162	286	1.603
163	116	1.853
164	191	1.921
165	134	2.042
166	152	1.517
167	165	0.378
168	266	2.282
169	189	1.802
170	130	2.046
171	156	1.601
172	86	2.02
173	105	1.194
174	128	1.195
175	263	2.199
176	90	0.461
177	146	1.159
178	245	1.925
179	138	2.364
180	230	1.478
181	168	0.875
182	152	0.823
183	130	1.925
184	206	0.564
185	288	1.441
186	203	2.238
187	166	0.948
188	169	1.552
189	290	1.755
190	255	1.285
191	140	2.162
192	191	1.603
193	129	0.985
194	258	0.437
195	83	1.158
196	177	0.471
197	68	1.767
198	271	1.442
199	100	0.61
200	52	1.036
201	131	2.334
202	182	1.161
203	241	1.071
204	90	2.18
205	105	0.83
206	206	0.612
207	179	1.533
208	204	0.656
209	161	1.611
210	288	1.547
211	211	2.003
212	177	1.921
213	189	1.021
214	104	1.587
215	245	1.779
216	286	2.133
217	68	1.881
218	114	0.94
219	71	0.769
220	68	2.079
221	135	2.181
222	124	0.396
223	286	1.498
224	106	1.495
225	206	0.947
226	124	2.204
227	180	1.295
228	148	2.174
229	206	2.367
230	172	2.226
231	160	1.733
232	73	0.39
233	105	0.831
234	252	0.423
235	177	1.397
236	192	0.857
237	94	2.187
238	281	1.971
239	167	1.951
240	160	1.067
241	272	1.315
242	289	1.526
243	124	2.186
244	230	0.541
245	245	1.494
246	84	0.558
247	145	0.57
248	211	1.07
249	258	0.834
250	144	1.311
251	57	1.868
252	103	0.583
253	137	2.068
254	177	2.098
255	66	1.135
256	54	1.393
257	293	1.318
258	242	0.418
259	125	1.453
260	60	0.564
261	149	1.685
262	106	2.09
263	139	1.606
264	201	1.612
265	87	1.296
266	195	0.608
267	259	0.518
268	276	0.511
269	143	1.194
270	224	1.535
271	52	1.282
272	263	0.874
273	274	1.275
274	86	1.809
275	214	2.2
276	279	2.063
277	141	1.777
278	98	2.014
279	147	1.144
280	191	1.17
281	223	0.548
282	253	1.638
283	272	1.083
284	196	0.565
285	213	1.465
286	285	2.179
287	153	2.111
