1	22	0.11
2	39	0.12
3	42	0.13
4	29	0.14
5	27	0.15
6	44	0.17
7	27	0.18
8	22	0.2
9	56	0.22
10	31	0.22
11	43	0.23
12	30	0.24
13	35	0.25
14	63	0.26
15	29	0.27
16	35	0.28
17	34	0.28
18	46	0.29
19	34	0.3
20	81	0.3
21	78	0.3
22	67	0.31
23	92	0.32
24	37	0.32
25	44	0.32
26	54	0.34
27	67	0.37
28	122	0.39
29	51	0.42
30	117	0.43
31	53	0.44
32	106	0.46
33	100	0.49
34	85	0.49
35	106	0.5
36	142	0.5
37	58	0.51
38	94	0.53
39	63	0.53
40	167	0.54
41	162	0.57
42	103	0.57
43	133	0.58
44	125	0.6
45	130	0.64
46	136	0.65
47	70	0.65
48	108	0.66
49	236	0.68
50	119	0.68
51	133	0.71
52	191	0.71
53	105	0.72
54	118	0.75
55	137	0.76
56	111	0.78
57	100	0.78
58	157	0.79
59	133	0.79
60	171	0.79
61	142	0.81
62	89	0.81
63	112	0.88
64	237	0.9
65	181	0.9
66	134	0.91
67	131	0.91
68	171	0.91
69	189	0.93
70	132	0.97
71	129	1
72	170	1
73	239	1.01
74	157	1.03
75	184	1.04
76	150	1.08
77	187	1.08
78	197	1.1
79	222	1.1
80	134	1.11
81	172	1.11
82	202	1.13
83	134	1.16
84	237	1.16
85	137	1.17
86	137	1.22
87	166	1.23
88	144	1.25
89	151	1.32
90	193	1.34
91	162	1.34
92	159	1.39
93	224	1.41
94	163	1.42
95	204	1.48
96	224	1.51
97	223	1.58
98	222	1.77
99	204	1.87
