1	22	0.11	0.168811708	200
2	39	0.12	0.247209929	325
3	42	0.13	0.266759895	323.0769231
4	29	0.14	0.219054712	207.1428571
5	27	0.15	0.217587443	180
6	44	0.17	0.30292529	258.8235294
7	27	0.18	0.238406319	150
8	22	0.2	0.231268335	110
9	56	0.22	0.388064778	254.5454545
10	31	0.22	0.282978607	140.9090909
11	43	0.23	0.340359595	186.9565217
12	30	0.24	0.292654411	125
13	35	0.25	0.32061127	140
14	63	0.26	0.445247407	242.3076923
15	29	0.27	0.30926984	107.4074074
16	35	0.28	0.341430146	125
17	34	0.28	0.337226699	121.4285714
18	46	0.29	0.394607687	158.6206897
19	34	0.3	0.35110595	113.3333333
20	81	0.3	0.548667951	270
21	78	0.3	0.53605761	260
22	67	0.31	0.49675932	216.1290323
23	92	0.32	0.608785116	287.5
24	37	0.32	0.377595541	115.625
25	44	0.32	0.407019669	137.5
26	54	0.34	0.462933387	158.8235294
27	67	0.37	0.538397072	181.0810811
28	122	0.39	0.783465898	312.8205128
29	51	0.42	0.505840049	121.4285714
30	117	0.43	0.790207165	272.0930233
31	53	0.44	0.528126193	120.4545455
32	106	0.46	0.764788126	230.4347826
33	100	0.49	0.76038632	204.0816327
34	85	0.49	0.697334618	173.4693878
35	106	0.5	0.792546627	212
36	142	0.5	0.943870712	284
37	58	0.51	0.597720804	113.7254902
38	94	0.53	0.76292414	177.3584906
39	63	0.53	0.632617289	118.8679245
40	167	0.54	1.076715384	309.2592593
41	162	0.57	1.076517026	284.2105263
42	103	0.57	0.828513663	180.7017544
43	133	0.58	0.961556693	229.3103448
44	125	0.6	0.941808369	208.3333333
45	130	0.64	0.990584104	203.125
46	136	0.65	1.02274441	209.2307692
47	70	0.65	0.74531692	107.6923077
48	108	0.66	0.911987524	163.6363636
49	236	0.68	1.463907969	347.0588235
50	119	0.68	0.97210469	175
51	133	0.71	1.051771821	187.3239437
52	191	0.71	1.295571737	269.0140845
53	105	0.72	0.941014936	145.8333333
54	118	0.75	1.01647862	157.3333333
55	137	0.76	1.103283735	180.2631579
56	111	0.78	1.007873368	142.3076923
57	100	0.78	0.961635453	128.2051282
58	157	0.79	1.208171547	198.7341772
59	133	0.79	1.107288823	168.3544304
60	171	0.79	1.267019803	216.4556962
61	142	0.81	1.158999095	175.308642
62	89	0.81	0.936216414	109.8765432
63	112	0.88	1.081473067	127.2727273
64	237	0.9	1.620783171	263.3333333
65	181	0.9	1.385390149	201.1111111
66	134	0.91	1.194767773	147.2527473
67	131	0.91	1.182157433	143.956044
68	171	0.91	1.350295306	187.9120879
69	189	0.93	1.439836599	203.2258065
70	132	0.97	1.227998631	136.0824742
71	129	1	1.236207167	129
72	170	1	1.408548487	170
73	239	1.01	1.705525943	236.6336634
74	157	1.03	1.374722554	152.4271845
75	184	1.04	1.495155243	176.9230769
76	150	1.08	1.379996552	138.8888889
77	187	1.08	1.535524085	173.1481481
78	197	1.1	1.591437803	179.0909091
79	222	1.1	1.696523974	201.8181818
80	134	1.11	1.333560279	120.7207207
81	172	1.11	1.493291258	154.954955
82	202	1.13	1.633273913	178.7610619
83	134	1.16	1.368258405	115.5172414
84	237	1.16	1.801213428	204.3103448
85	137	1.17	1.387808371	117.0940171
86	137	1.22	1.422506497	112.295082
87	166	1.23	1.55134608	134.9593496
88	144	1.25	1.472749501	115.2
89	151	1.32	1.550751005	114.3939394
90	193	1.34	1.741175022	144.0298507
91	162	1.34	1.610868171	120.8955224
92	159	1.39	1.632955957	114.3884892
93	224	1.41	1.920059251	158.8652482
94	163	1.42	1.67058862	114.7887324
95	204	1.48	1.884567691	137.8378378
96	224	1.51	1.989455503	148.3443709
97	223	1.58	2.033829433	141.1392405
98	222	1.77	2.161478867	125.4237288
99	204	1.87	2.155213076	109.0909091
